Date;Location;New Cases
7/9/2022;Sumatera Selatan;7
7/9/2022;Sumatera Utara;11
7/10/2022;Aceh;0
7/10/2022;Bali;83
7/10/2022;Banten;257
7/10/2022;Bengkulu;0
7/10/2022;DKI Jakarta;1675
7/10/2022;Daerah Istimewa Yogyakarta;8
7/10/2022;Gorontalo;0
7/10/2022;Indonesia;2576
7/10/2022;Jambi;0
7/10/2022;Jawa Barat;308
7/10/2022;Jawa Tengah;36
7/10/2022;Jawa Timur;143
7/10/2022;Kalimantan Barat;2
7/10/2022;Kalimantan Selatan;9
7/10/2022;Kalimantan Tengah;6
7/10/2022;Kalimantan Timur;3
7/10/2022;Kalimantan Utara;0
7/10/2022;Kepulauan Bangka Belitung;4
7/10/2022;Kepulauan Riau;4
7/10/2022;Lampung;0
7/10/2022;Maluku;2
7/10/2022;Maluku Utara;0
7/10/2022;Nusa Tenggara Barat;3
7/10/2022;Nusa Tenggara Timur;6
7/10/2022;Papua;2
7/10/2022;Papua Barat;0
7/10/2022;Riau;5
7/10/2022;Sulawesi Barat;0
7/10/2022;Sulawesi Selatan;1
7/10/2022;Sulawesi Tengah;0
7/10/2022;Sulawesi Tenggara;0
7/10/2022;Sulawesi Utara;0
7/10/2022;Sumatera Barat;0
7/10/2022;Sumatera Selatan;3
7/10/2022;Sumatera Utara;15
7/11/2022;Aceh;0
7/11/2022;Bali;74
7/11/2022;Banten;249
7/11/2022;Bengkulu;0
7/11/2022;DKI Jakarta;812
7/11/2022;Daerah Istimewa Yogyakarta;29
7/11/2022;Gorontalo;0
7/11/2022;Indonesia;1681
7/11/2022;Jambi;1
7/11/2022;Jawa Barat;306
7/11/2022;Jawa Tengah;31
7/11/2022;Jawa Timur;98
7/11/2022;Kalimantan Barat;3
7/11/2022;Kalimantan Selatan;10
7/11/2022;Kalimantan Tengah;2
7/11/2022;Kalimantan Timur;10
7/11/2022;Kalimantan Utara;0
7/11/2022;Kepulauan Bangka Belitung;1
7/11/2022;Kepulauan Riau;4
7/11/2022;Lampung;1
7/11/2022;Maluku;2
7/11/2022;Maluku Utara;0
7/11/2022;Nusa Tenggara Barat;0
7/11/2022;Nusa Tenggara Timur;0
7/11/2022;Papua;8
7/11/2022;Papua Barat;3
7/11/2022;Riau;4
7/11/2022;Sulawesi Barat;0
7/11/2022;Sulawesi Selatan;2
7/11/2022;Sulawesi Tengah;1
7/11/2022;Sulawesi Tenggara;0
7/11/2022;Sulawesi Utara;2
7/11/2022;Sumatera Barat;0
7/11/2022;Sumatera Selatan;6
7/11/2022;Sumatera Utara;22
7/12/2022;Aceh;0
7/12/2022;Bali;125
7/12/2022;Banten;393
7/12/2022;Bengkulu;0
7/12/2022;DKI Jakarta;1594
7/12/2022;Daerah Istimewa Yogyakarta;32
7/12/2022;Gorontalo;0
7/12/2022;Indonesia;3361
7/12/2022;Jambi;1
7/12/2022;Jawa Barat;728
7/12/2022;Jawa Tengah;57
7/12/2022;Jawa Timur;279
7/12/2022;Kalimantan Barat;7
7/12/2022;Kalimantan Selatan;25
7/12/2022;Kalimantan Tengah;7
7/12/2022;Kalimantan Timur;14
7/12/2022;Kalimantan Utara;0
7/12/2022;Kepulauan Bangka Belitung;7
7/12/2022;Kepulauan Riau;6
7/12/2022;Lampung;9
7/12/2022;Maluku;1
7/12/2022;Maluku Utara;0
7/12/2022;Nusa Tenggara Barat;0
7/12/2022;Nusa Tenggara Timur;9
7/12/2022;Papua;3
7/12/2022;Papua Barat;3
7/12/2022;Riau;5
7/12/2022;Sulawesi Barat;0
7/12/2022;Sulawesi Selatan;16
7/12/2022;Sulawesi Tengah;2
7/12/2022;Sulawesi Tenggara;1
7/12/2022;Sulawesi Utara;1
7/12/2022;Sumatera Barat;2
7/12/2022;Sumatera Selatan;11
7/12/2022;Sumatera Utara;23
7/13/2022;Aceh;0
7/13/2022;Bali;110
7/13/2022;Banten;453
7/13/2022;Bengkulu;0
7/13/2022;DKI Jakarta;2021
7/13/2022;Daerah Istimewa Yogyakarta;26
7/13/2022;Gorontalo;2
7/13/2022;Indonesia;3822
7/13/2022;Jambi;2
7/13/2022;Jawa Barat;756
7/13/2022;Jawa Tengah;77
7/13/2022;Jawa Timur;221
7/13/2022;Kalimantan Barat;4
7/13/2022;Kalimantan Selatan;21
7/13/2022;Kalimantan Tengah;9
7/13/2022;Kalimantan Timur;20
7/13/2022;Kalimantan Utara;0
7/13/2022;Kepulauan Bangka Belitung;12
7/13/2022;Kepulauan Riau;1
7/13/2022;Lampung;5
7/13/2022;Maluku;1
7/13/2022;Maluku Utara;0
7/13/2022;Nusa Tenggara Barat;2
7/13/2022;Nusa Tenggara Timur;7
7/13/2022;Papua;8
7/13/2022;Papua Barat;6
7/13/2022;Riau;10
7/13/2022;Sulawesi Barat;2
7/13/2022;Sulawesi Selatan;14
7/13/2022;Sulawesi Tengah;2
7/13/2022;Sulawesi Tenggara;1
7/13/2022;Sulawesi Utara;1
7/13/2022;Sumatera Barat;1
7/13/2022;Sumatera Selatan;9
7/13/2022;Sumatera Utara;18
7/14/2022;Aceh;5
7/14/2022;Bali;125
7/14/2022;Banten;407
7/14/2022;Bengkulu;0
7/14/2022;DKI Jakarta;1749
7/14/2022;Daerah Istimewa Yogyakarta;53
7/14/2022;Gorontalo;0
7/14/2022;Indonesia;3584
7/14/2022;Jambi;3
7/14/2022;Jawa Barat;723
7/14/2022;Jawa Tengah;85
7/14/2022;Jawa Timur;246
7/14/2022;Kalimantan Barat;13
7/14/2022;Kalimantan Selatan;24
7/14/2022;Kalimantan Tengah;13
7/14/2022;Kalimantan Timur;19
7/14/2022;Kalimantan Utara;0
7/14/2022;Kepulauan Bangka Belitung;19
7/14/2022;Kepulauan Riau;8
7/14/2022;Lampung;12
7/14/2022;Maluku;1
7/14/2022;Maluku Utara;0
7/14/2022;Nusa Tenggara Barat;1
7/14/2022;Nusa Tenggara Timur;7
7/14/2022;Papua;6
7/14/2022;Papua Barat;3
7/14/2022;Riau;9
7/14/2022;Sulawesi Barat;0
7/14/2022;Sulawesi Selatan;5
7/14/2022;Sulawesi Tengah;2
7/14/2022;Sulawesi Tenggara;1
7/14/2022;Sulawesi Utara;2
7/14/2022;Sumatera Barat;4
7/14/2022;Sumatera Selatan;11
7/14/2022;Sumatera Utara;28
7/15/2022;Aceh;0
7/15/2022;Bali;120
7/15/2022;Banten;460
7/15/2022;Bengkulu;0
7/15/2022;DKI Jakarta;1613
7/15/2022;Daerah Istimewa Yogyakarta;34
7/15/2022;Gorontalo;1
7/15/2022;Indonesia;3331
7/15/2022;Jambi;2
7/15/2022;Jawa Barat;660
7/15/2022;Jawa Tengah;86
7/15/2022;Jawa Timur;194
7/15/2022;Kalimantan Barat;4
7/15/2022;Kalimantan Selatan;30
7/15/2022;Kalimantan Tengah;9
7/15/2022;Kalimantan Timur;19
7/15/2022;Kalimantan Utara;0
7/15/2022;Kepulauan Bangka Belitung;20
7/15/2022;Kepulauan Riau;0
7/15/2022;Lampung;8
7/15/2022;Maluku;1
7/15/2022;Maluku Utara;0
7/15/2022;Nusa Tenggara Barat;0
7/15/2022;Nusa Tenggara Timur;7
7/15/2022;Papua;7
7/15/2022;Papua Barat;2
7/15/2022;Riau;4
7/15/2022;Sulawesi Barat;0
7/15/2022;Sulawesi Selatan;13
7/15/2022;Sulawesi Tengah;2
7/15/2022;Sulawesi Tenggara;6
7/15/2022;Sulawesi Utara;1
7/15/2022;Sumatera Barat;2
7/15/2022;Sumatera Selatan;8
7/15/2022;Sumatera Utara;18
7/16/2022;Aceh;1
7/16/2022;Bali;158
7/16/2022;Banten;643
7/16/2022;Bengkulu;0
7/16/2022;DKI Jakarta;2131
7/16/2022;Daerah Istimewa Yogyakarta;30
7/16/2022;Gorontalo;1
7/16/2022;Indonesia;4329
7/16/2022;Jambi;5
7/16/2022;Jawa Barat;871
7/16/2022;Jawa Tengah;75
7/16/2022;Jawa Timur;251
7/16/2022;Kalimantan Barat;4
7/16/2022;Kalimantan Selatan;29
7/16/2022;Kalimantan Tengah;23
7/16/2022;Kalimantan Timur;17
7/16/2022;Kalimantan Utara;0
7/16/2022;Kepulauan Bangka Belitung;4
7/16/2022;Kepulauan Riau;1
7/16/2022;Lampung;6
7/16/2022;Maluku;1
7/16/2022;Maluku Utara;0
7/16/2022;Nusa Tenggara Barat;3
7/16/2022;Nusa Tenggara Timur;6
7/16/2022;Papua;7
7/16/2022;Papua Barat;2
7/16/2022;Riau;5
7/16/2022;Sulawesi Barat;1
7/16/2022;Sulawesi Selatan;8
7/16/2022;Sulawesi Tengah;1
7/16/2022;Sulawesi Tenggara;0
7/16/2022;Sulawesi Utara;2
7/16/2022;Sumatera Barat;0
7/16/2022;Sumatera Selatan;8
7/16/2022;Sumatera Utara;36
7/17/2022;Aceh;0
7/17/2022;Bali;105
7/17/2022;Banten;412
7/17/2022;Bengkulu;0
7/17/2022;DKI Jakarta;2002
7/17/2022;Daerah Istimewa Yogyakarta;35
7/17/2022;Gorontalo;0
7/17/2022;Indonesia;3540
7/17/2022;Jambi;0
7/17/2022;Jawa Barat;519
7/17/2022;Jawa Tengah;65
7/17/2022;Jawa Timur;230
7/17/2022;Kalimantan Barat;4
7/17/2022;Kalimantan Selatan;24
7/17/2022;Kalimantan Tengah;10
7/17/2022;Kalimantan Timur;29
7/17/2022;Kalimantan Utara;3
7/17/2022;Kepulauan Bangka Belitung;6
7/17/2022;Kepulauan Riau;1
7/17/2022;Lampung;7
7/17/2022;Maluku;0
7/17/2022;Maluku Utara;0
7/17/2022;Nusa Tenggara Barat;2
7/17/2022;Nusa Tenggara Timur;11
7/17/2022;Papua;4
7/17/2022;Papua Barat;9
7/17/2022;Riau;0
7/17/2022;Sulawesi Barat;0
7/17/2022;Sulawesi Selatan;3
7/17/2022;Sulawesi Tengah;0
7/17/2022;Sulawesi Tenggara;0
7/17/2022;Sulawesi Utara;2
7/17/2022;Sumatera Barat;2
7/17/2022;Sumatera Selatan;17
7/17/2022;Sumatera Utara;38
7/18/2022;Aceh;1
7/18/2022;Bali;105
7/18/2022;Banten;470
7/18/2022;Bengkulu;0
7/18/2022;DKI Jakarta;1864
7/18/2022;Daerah Istimewa Yogyakarta;45
7/18/2022;Gorontalo;0
7/18/2022;Indonesia;3393
7/18/2022;Jambi;0
7/18/2022;Jawa Barat;531
7/18/2022;Jawa Tengah;77
7/18/2022;Jawa Timur;181
7/18/2022;Kalimantan Barat;9
7/18/2022;Kalimantan Selatan;26
7/18/2022;Kalimantan Tengah;6
7/18/2022;Kalimantan Timur;17
7/18/2022;Kalimantan Utara;0
7/18/2022;Kepulauan Bangka Belitung;3
7/18/2022;Kepulauan Riau;1
7/18/2022;Lampung;2
7/18/2022;Maluku;1
7/18/2022;Maluku Utara;0
7/18/2022;Nusa Tenggara Barat;0
7/18/2022;Nusa Tenggara Timur;4
7/18/2022;Papua;5
7/18/2022;Papua Barat;4
7/18/2022;Riau;10
7/18/2022;Sulawesi Barat;0
7/18/2022;Sulawesi Selatan;2
7/18/2022;Sulawesi Tengah;0
7/18/2022;Sulawesi Tenggara;0
7/18/2022;Sulawesi Utara;1
7/18/2022;Sumatera Barat;3
7/18/2022;Sumatera Selatan;5
7/18/2022;Sumatera Utara;20
7/19/2022;Aceh;2
7/19/2022;Bali;167
7/19/2022;Banten;649
7/19/2022;Bengkulu;0
7/19/2022;DKI Jakarta;2485
7/19/2022;Daerah Istimewa Yogyakarta;77
7/19/2022;Gorontalo;0
7/19/2022;Indonesia;5085
7/19/2022;Jambi;2
7/19/2022;Jawa Barat;971
7/19/2022;Jawa Tengah;92
7/19/2022;Jawa Timur;344
7/19/2022;Kalimantan Barat;20
7/19/2022;Kalimantan Selatan;52
7/19/2022;Kalimantan Tengah;26
7/19/2022;Kalimantan Timur;49
7/19/2022;Kalimantan Utara;0
7/19/2022;Kepulauan Bangka Belitung;23
7/19/2022;Kepulauan Riau;10
7/19/2022;Lampung;8
7/19/2022;Maluku;1
7/19/2022;Maluku Utara;0
7/19/2022;Nusa Tenggara Barat;3
7/19/2022;Nusa Tenggara Timur;14
7/19/2022;Papua;12
7/19/2022;Papua Barat;0
7/19/2022;Riau;7
7/19/2022;Sulawesi Barat;1
7/19/2022;Sulawesi Selatan;5
7/19/2022;Sulawesi Tengah;2
7/19/2022;Sulawesi Tenggara;0
7/19/2022;Sulawesi Utara;6
7/19/2022;Sumatera Barat;7
7/19/2022;Sumatera Selatan;18
7/19/2022;Sumatera Utara;33
7/20/2022;Aceh;0
7/20/2022;Bali;159
7/20/2022;Banten;699
7/20/2022;Bengkulu;1
7/20/2022;DKI Jakarta;2955
7/20/2022;Daerah Istimewa Yogyakarta;60
7/20/2022;Gorontalo;4
7/20/2022;Indonesia;5653
7/20/2022;Jambi;4
7/20/2022;Jawa Barat;1076
7/20/2022;Jawa Tengah;98
7/20/2022;Jawa Timur;328
7/20/2022;Kalimantan Barat;9
7/20/2022;Kalimantan Selatan;51
7/20/2022;Kalimantan Tengah;22
7/20/2022;Kalimantan Timur;33
7/20/2022;Kalimantan Utara;1
7/20/2022;Kepulauan Bangka Belitung;8
7/20/2022;Kepulauan Riau;1
7/20/2022;Lampung;16
7/20/2022;Maluku;0
7/20/2022;Maluku Utara;0
7/20/2022;Nusa Tenggara Barat;0
7/20/2022;Nusa Tenggara Timur;15
7/20/2022;Papua;20
7/20/2022;Papua Barat;10
7/20/2022;Riau;14
7/20/2022;Sulawesi Barat;0
7/20/2022;Sulawesi Selatan;14
7/20/2022;Sulawesi Tengah;0
7/20/2022;Sulawesi Tenggara;0
7/20/2022;Sulawesi Utara;3
7/20/2022;Sumatera Barat;3
7/20/2022;Sumatera Selatan;15
7/20/2022;Sumatera Utara;39
7/21/2022;Aceh;0
7/21/2022;Bali;157
7/21/2022;Banten;644
7/21/2022;Bengkulu;0
7/21/2022;DKI Jakarta;2887
7/21/2022;Daerah Istimewa Yogyakarta;55
7/21/2022;Gorontalo;4
7/21/2022;Indonesia;5410
7/21/2022;Jambi;5
7/21/2022;Jawa Barat;952
7/21/2022;Jawa Tengah;89
7/21/2022;Jawa Timur;311
7/21/2022;Kalimantan Barat;9
7/21/2022;Kalimantan Selatan;55
7/21/2022;Kalimantan Tengah;37
7/21/2022;Kalimantan Timur;42
7/21/2022;Kalimantan Utara;0
7/21/2022;Kepulauan Bangka Belitung;4
7/21/2022;Kepulauan Riau;8
7/21/2022;Lampung;8
7/21/2022;Maluku;2
7/21/2022;Maluku Utara;0
7/21/2022;Nusa Tenggara Barat;2
7/21/2022;Nusa Tenggara Timur;16
7/21/2022;Papua;14
7/21/2022;Papua Barat;7
7/21/2022;Riau;22
7/21/2022;Sulawesi Barat;0
7/21/2022;Sulawesi Selatan;9
7/21/2022;Sulawesi Tengah;2
7/21/2022;Sulawesi Tenggara;5
7/21/2022;Sulawesi Utara;23
7/21/2022;Sumatera Barat;4
7/21/2022;Sumatera Selatan;13
7/21/2022;Sumatera Utara;28
7/22/2022;Aceh;0
7/22/2022;Bali;158
7/22/2022;Banten;550
7/22/2022;Bengkulu;1
7/22/2022;DKI Jakarta;2467
7/22/2022;Daerah Istimewa Yogyakarta;59
7/22/2022;Gorontalo;3
7/22/2022;Indonesia;4834
7/22/2022;Jambi;1
7/22/2022;Jawa Barat;933
7/22/2022;Jawa Tengah;102
7/22/2022;Jawa Timur;286
7/22/2022;Kalimantan Barat;3
7/22/2022;Kalimantan Selatan;57
7/22/2022;Kalimantan Tengah;33
7/22/2022;Kalimantan Timur;32
7/22/2022;Kalimantan Utara;0
7/22/2022;Kepulauan Bangka Belitung;5
7/22/2022;Kepulauan Riau;9
7/22/2022;Lampung;3
7/22/2022;Maluku;0
7/22/2022;Maluku Utara;0
7/22/2022;Nusa Tenggara Barat;4
7/22/2022;Nusa Tenggara Timur;3
7/22/2022;Papua;13
7/22/2022;Papua Barat;7
7/22/2022;Riau;16
7/22/2022;Sulawesi Barat;0
7/22/2022;Sulawesi Selatan;14
7/22/2022;Sulawesi Tengah;0
7/22/2022;Sulawesi Tenggara;0
7/22/2022;Sulawesi Utara;3
7/22/2022;Sumatera Barat;5
7/22/2022;Sumatera Selatan;24
7/22/2022;Sumatera Utara;45
7/23/2022;Aceh;0
7/23/2022;Bali;175
7/23/2022;Banten;553
7/23/2022;Bengkulu;0
7/23/2022;DKI Jakarta;2662
7/23/2022;Daerah Istimewa Yogyakarta;45
7/23/2022;Gorontalo;1
7/23/2022;Indonesia;4943
7/23/2022;Jambi;8
7/23/2022;Jawa Barat;845
7/23/2022;Jawa Tengah;94
7/23/2022;Jawa Timur;285
7/23/2022;Kalimantan Barat;10
7/23/2022;Kalimantan Selatan;56
7/23/2022;Kalimantan Tengah;42
7/23/2022;Kalimantan Timur;22
7/23/2022;Kalimantan Utara;2
7/23/2022;Kepulauan Bangka Belitung;7
7/23/2022;Kepulauan Riau;4
7/23/2022;Lampung;9
7/23/2022;Maluku;3
7/23/2022;Maluku Utara;0
7/23/2022;Nusa Tenggara Barat;1
7/23/2022;Nusa Tenggara Timur;14
7/23/2022;Papua;9
7/23/2022;Papua Barat;3
7/23/2022;Riau;13
7/23/2022;Sulawesi Barat;0
7/23/2022;Sulawesi Selatan;9
7/23/2022;Sulawesi Tengah;0
7/23/2022;Sulawesi Tenggara;0
7/23/2022;Sulawesi Utara;7
7/23/2022;Sumatera Barat;8
7/23/2022;Sumatera Selatan;18
7/23/2022;Sumatera Utara;39
7/24/2022;Aceh;0
7/24/2022;Bali;149
7/24/2022;Banten;469
7/24/2022;Bengkulu;0
7/24/2022;DKI Jakarta;2151
7/24/2022;Daerah Istimewa Yogyakarta;65
7/24/2022;Gorontalo;0
7/24/2022;Indonesia;4071
7/24/2022;Jambi;0
7/24/2022;Jawa Barat;660
7/24/2022;Jawa Tengah;76
7/24/2022;Jawa Timur;272
7/24/2022;Kalimantan Barat;8
7/24/2022;Kalimantan Selatan;53
7/24/2022;Kalimantan Tengah;25
7/24/2022;Kalimantan Timur;19
7/24/2022;Kalimantan Utara;1
7/24/2022;Kepulauan Bangka Belitung;3
7/24/2022;Kepulauan Riau;2
7/24/2022;Lampung;6
7/24/2022;Maluku;1
7/24/2022;Maluku Utara;0
7/24/2022;Nusa Tenggara Barat;0
7/24/2022;Nusa Tenggara Timur;8
7/24/2022;Papua;9
7/24/2022;Papua Barat;2
7/24/2022;Riau;30
7/24/2022;Sulawesi Barat;0
7/24/2022;Sulawesi Selatan;14
7/24/2022;Sulawesi Tengah;1
7/24/2022;Sulawesi Tenggara;0
7/24/2022;Sulawesi Utara;1
7/24/2022;Sumatera Barat;2
7/24/2022;Sumatera Selatan;14
7/24/2022;Sumatera Utara;30
7/25/2022;Aceh;1
7/25/2022;Bali;132
7/25/2022;Banten;533
7/25/2022;Bengkulu;0
7/25/2022;DKI Jakarta;2168
7/25/2022;Daerah Istimewa Yogyakarta;44
7/25/2022;Gorontalo;0
7/25/2022;Indonesia;4048
7/25/2022;Jambi;1
7/25/2022;Jawa Barat;698
7/25/2022;Jawa Tengah;61
7/25/2022;Jawa Timur;220
7/25/2022;Kalimantan Barat;5
7/25/2022;Kalimantan Selatan;42
7/25/2022;Kalimantan Tengah;18
7/25/2022;Kalimantan Timur;31
7/25/2022;Kalimantan Utara;2
7/25/2022;Kepulauan Bangka Belitung;5
7/25/2022;Kepulauan Riau;5
7/25/2022;Lampung;8
7/25/2022;Maluku;3
7/25/2022;Maluku Utara;0
7/25/2022;Nusa Tenggara Barat;0
7/25/2022;Nusa Tenggara Timur;8
7/25/2022;Papua;8
7/25/2022;Papua Barat;5
7/25/2022;Riau;6
7/25/2022;Sulawesi Barat;0
7/25/2022;Sulawesi Selatan;9
7/25/2022;Sulawesi Tengah;0
7/25/2022;Sulawesi Tenggara;0
7/25/2022;Sulawesi Utara;2
7/25/2022;Sumatera Barat;2
7/25/2022;Sumatera Selatan;9
7/25/2022;Sumatera Utara;21
7/26/2022;Aceh;0
7/26/2022;Bali;228
7/26/2022;Banten;952
7/26/2022;Bengkulu;0
7/26/2022;DKI Jakarta;2962
7/26/2022;Daerah Istimewa Yogyakarta;87
7/26/2022;Gorontalo;4
7/26/2022;Indonesia;6483
7/26/2022;Jambi;2
7/26/2022;Jawa Barat;1334
7/26/2022;Jawa Tengah;120
7/26/2022;Jawa Timur;412
7/26/2022;Kalimantan Barat;13
7/26/2022;Kalimantan Selatan;80
7/26/2022;Kalimantan Tengah;36
7/26/2022;Kalimantan Timur;48
7/26/2022;Kalimantan Utara;3
7/26/2022;Kepulauan Bangka Belitung;17
7/26/2022;Kepulauan Riau;14
7/26/2022;Lampung;11
7/26/2022;Maluku;1
7/26/2022;Maluku Utara;0
7/26/2022;Nusa Tenggara Barat;3
7/26/2022;Nusa Tenggara Timur;8
7/26/2022;Papua;10
7/26/2022;Papua Barat;13
7/26/2022;Riau;30
7/26/2022;Sulawesi Barat;0
7/26/2022;Sulawesi Selatan;13
7/26/2022;Sulawesi Tengah;0
7/26/2022;Sulawesi Tenggara;1
7/26/2022;Sulawesi Utara;4
7/26/2022;Sumatera Barat;3
7/26/2022;Sumatera Selatan;14
7/26/2022;Sumatera Utara;48
7/27/2022;Aceh;7
7/27/2022;Bali;172
7/27/2022;Banten;761
7/27/2022;Bengkulu;0
7/27/2022;DKI Jakarta;3279
7/27/2022;Daerah Istimewa Yogyakarta;121
7/27/2022;Gorontalo;6
7/27/2022;Indonesia;6438
7/27/2022;Jambi;3
7/27/2022;Jawa Barat;1181
7/27/2022;Jawa Tengah;116
7/27/2022;Jawa Timur;364
7/27/2022;Kalimantan Barat;4
7/27/2022;Kalimantan Selatan;96
7/27/2022;Kalimantan Tengah;36
7/27/2022;Kalimantan Timur;53
7/27/2022;Kalimantan Utara;3
7/27/2022;Kepulauan Bangka Belitung;9
7/27/2022;Kepulauan Riau;11
7/27/2022;Lampung;11
7/27/2022;Maluku;5
7/27/2022;Maluku Utara;0
7/27/2022;Nusa Tenggara Barat;3
7/27/2022;Nusa Tenggara Timur;7
7/27/2022;Papua;32
7/27/2022;Papua Barat;5
7/27/2022;Riau;13
7/27/2022;Sulawesi Barat;1
7/27/2022;Sulawesi Selatan;14
7/27/2022;Sulawesi Tengah;0
7/27/2022;Sulawesi Tenggara;1
7/27/2022;Sulawesi Utara;12
7/27/2022;Sumatera Barat;10
7/27/2022;Sumatera Selatan;51
7/27/2022;Sumatera Utara;51
7/28/2022;Aceh;0
7/28/2022;Bali;222
7/28/2022;Banten;745
7/28/2022;Bengkulu;0
7/28/2022;DKI Jakarta;3157
7/28/2022;Daerah Istimewa Yogyakarta;72
7/28/2022;Gorontalo;1
7/28/2022;Indonesia;6353
7/28/2022;Jambi;6
7/28/2022;Jawa Barat;1183
7/28/2022;Jawa Tengah;138
7/28/2022;Jawa Timur;389
7/28/2022;Kalimantan Barat;14
7/28/2022;Kalimantan Selatan;89
7/28/2022;Kalimantan Tengah;56
7/28/2022;Kalimantan Timur;56
7/28/2022;Kalimantan Utara;2
7/28/2022;Kepulauan Bangka Belitung;6
7/28/2022;Kepulauan Riau;11
7/28/2022;Lampung;2
7/28/2022;Maluku;3
7/28/2022;Maluku Utara;2
7/28/2022;Nusa Tenggara Barat;3
7/28/2022;Nusa Tenggara Timur;0
7/28/2022;Papua;22
7/28/2022;Papua Barat;8
7/28/2022;Riau;53
7/28/2022;Sulawesi Barat;0
7/28/2022;Sulawesi Selatan;9
7/28/2022;Sulawesi Tengah;2
7/28/2022;Sulawesi Tenggara;3
7/28/2022;Sulawesi Utara;4
7/28/2022;Sumatera Barat;13
7/28/2022;Sumatera Selatan;29
7/28/2022;Sumatera Utara;53
7/29/2022;Aceh;6
7/29/2022;Bali;140
7/29/2022;Banten;717
7/29/2022;Bengkulu;0
7/29/2022;DKI Jakarta;2987
7/29/2022;Daerah Istimewa Yogyakarta;89
7/29/2022;Gorontalo;2
7/29/2022;Indonesia;5831
7/29/2022;Jambi;5
7/29/2022;Jawa Barat;1095
7/29/2022;Jawa Tengah;93
7/29/2022;Jawa Timur;324
7/29/2022;Kalimantan Barat;8
7/29/2022;Kalimantan Selatan;77
7/29/2022;Kalimantan Tengah;31
7/29/2022;Kalimantan Timur;47
7/29/2022;Kalimantan Utara;0
7/29/2022;Kepulauan Bangka Belitung;5
7/29/2022;Kepulauan Riau;9
7/29/2022;Lampung;2
7/29/2022;Maluku;6
7/29/2022;Maluku Utara;0
7/29/2022;Nusa Tenggara Barat;3
7/29/2022;Nusa Tenggara Timur;4
7/29/2022;Papua;23
7/29/2022;Papua Barat;7
7/29/2022;Riau;21
7/29/2022;Sulawesi Barat;2
7/29/2022;Sulawesi Selatan;17
7/29/2022;Sulawesi Tengah;3
7/29/2022;Sulawesi Tenggara;1
7/29/2022;Sulawesi Utara;7
7/29/2022;Sumatera Barat;16
7/29/2022;Sumatera Selatan;23
7/29/2022;Sumatera Utara;61
7/30/2022;Aceh;0
7/30/2022;Bali;161
7/30/2022;Banten;626
7/30/2022;Bengkulu;0
7/30/2022;DKI Jakarta;2629
7/30/2022;Daerah Istimewa Yogyakarta;85
7/30/2022;Gorontalo;1
7/30/2022;Indonesia;5398
7/30/2022;Jambi;2
7/30/2022;Jawa Barat;994
7/30/2022;Jawa Tengah;155
7/30/2022;Jawa Timur;316
7/30/2022;Kalimantan Barat;12
7/30/2022;Kalimantan Selatan;120
7/30/2022;Kalimantan Tengah;53
7/30/2022;Kalimantan Timur;53
7/30/2022;Kalimantan Utara;0
7/30/2022;Kepulauan Bangka Belitung;1
7/30/2022;Kepulauan Riau;22
7/30/2022;Lampung;14
7/30/2022;Maluku;2
7/30/2022;Maluku Utara;1
7/30/2022;Nusa Tenggara Barat;6
7/30/2022;Nusa Tenggara Timur;9
7/30/2022;Papua;13
7/30/2022;Papua Barat;8
7/30/2022;Riau;25
7/30/2022;Sulawesi Barat;0
7/30/2022;Sulawesi Selatan;14
7/30/2022;Sulawesi Tengah;2
7/30/2022;Sulawesi Tenggara;0
7/30/2022;Sulawesi Utara;5
7/30/2022;Sumatera Barat;8
7/30/2022;Sumatera Selatan;15
7/30/2022;Sumatera Utara;46
7/31/2022;Aceh;0
7/31/2022;Bali;111
7/31/2022;Banten;543
7/31/2022;Bengkulu;2
7/31/2022;DKI Jakarta;2198
7/31/2022;Daerah Istimewa Yogyakarta;49
7/31/2022;Gorontalo;2
7/31/2022;Indonesia;4205
7/31/2022;Jambi;0
7/31/2022;Jawa Barat;641
7/31/2022;Jawa Tengah;100
7/31/2022;Jawa Timur;258
7/31/2022;Kalimantan Barat;8
7/31/2022;Kalimantan Selatan;106
7/31/2022;Kalimantan Tengah;29
7/31/2022;Kalimantan Timur;38
7/31/2022;Kalimantan Utara;0
7/31/2022;Kepulauan Bangka Belitung;0
7/31/2022;Kepulauan Riau;4
7/31/2022;Lampung;14
7/31/2022;Maluku;1
7/31/2022;Maluku Utara;0
7/31/2022;Nusa Tenggara Barat;2
7/31/2022;Nusa Tenggara Timur;3
7/31/2022;Papua;12
7/31/2022;Papua Barat;0
7/31/2022;Riau;33
7/31/2022;Sulawesi Barat;1
7/31/2022;Sulawesi Selatan;7
7/31/2022;Sulawesi Tengah;0
7/31/2022;Sulawesi Tenggara;0
7/31/2022;Sulawesi Utara;3
7/31/2022;Sumatera Barat;6
7/31/2022;Sumatera Selatan;8
7/31/2022;Sumatera Utara;25
8/1/2022;Aceh;3
8/1/2022;Bali;149
8/1/2022;Banten;531
8/1/2022;Bengkulu;0
8/1/2022;DKI Jakarta;1486
8/1/2022;Daerah Istimewa Yogyakarta;64
8/1/2022;Gorontalo;0
8/1/2022;Indonesia;3696
8/1/2022;Jambi;1
8/1/2022;Jawa Barat;827
8/1/2022;Jawa Tengah;70
8/1/2022;Jawa Timur;293
8/1/2022;Kalimantan Barat;9
